SGB	Number of genomes	Average distance	Max distance	Min distance	Max average distance of rows	Min average distance of rows	Number of outliers
100141	2	0.00550978	0.00550978	0.00550978	0.00550978	0.00550978	0
100146	2	0.0213268	0.0213268	0.0213268	0.0213268	0.0213268	0
100148	2	0.00147774	0.00147774	0.00147774	0.00147774	0.00147774	0
10014	3	0.0380902	0.0398883	0.0362023	0.039034150000000004	0.03719115	0
100150	2	0.00163762	0.00163762	0.00163762	0.00163762	0.00163762	0
100160	2	0.00365499	0.00365499	0.00365499	0.00365499	0.00365499	0
100166	2	0.00574147	0.00574147	0.00574147	0.00574147	0.00574147	0
100170	4	0.041276883333333333	0.0467345	0.0278752	0.04505543333333333	0.03710906666666666	0
100192	2	0.0116075	0.0116075	0.0116075	0.0116075	0.0116075	0
100199	2	0.00119072	0.00119072	0.00119072	0.00119072	0.00119072	0
1001	4	0.029774240000000004	0.0439853	0.00768094	0.03828206666666666	0.022644813333333333	0
100200	3	0.015821933333333333	0.0193651	0.010424	0.0185209	0.01405035	0
100207	8	0.01306459607142857	0.0502558	0.00128842	0.029528842857142856	0.007768695714285715	0
100217	4	0.02656297	0.0492627	0.00155618	0.04598806666666666	0.018436406666666665	0
100219	3	0.015248900000000001	0.021382	0.0110051	0.0173708	0.01218235	0
10021	4	0.010413621666666666	0.0125452	0.0057448	0.012397199999999999	0.00925107	0
100226	2	0.00317831	0.00317831	0.00317831	0.00317831	0.00317831	0
100240	2	0.0111629	0.0111629	0.0111629	0.0111629	0.0111629	0
100241	4	0.017622676666666667	0.0279555	0.00742049	0.026137066666666667	0.013809146666666668	0
100248	2	0.00585507	0.00585507	0.00585507	0.00585507	0.00585507	0
10024	4	0.039386	0.0562859	0.0117202	0.050123100000000004	0.03348003333333333	1
100250	2	0.00791504	0.00791504	0.00791504	0.00791504	0.00791504	0
10025	8	0.03354374857142857	0.0544433	0.00498141	0.04442719999999999	0.02540879857142857	0
100262	3	0.01042142	0.0124233	0.00884936	0.01120745	0.00942048	0
100263	3	0.011777186666666667	0.0137438	0.00799746	0.01366705	0.010793879999999999	0
100265	3	0.01210295	0.0170745	0.00410545	0.0161017	0.009617175	0
100266	2	0.0452584	0.0452584	0.0452584	0.0452584	0.0452584	0
10026	10	0.01816211088888889	0.0250965	0.00836129	0.02373944444444444	0.015209876666666665	0
100273	2	0.047619	0.047619	0.047619	0.047619	0.047619	0
100275	3	0.008835373333333334	0.0100707	0.00704531	0.009730405000000001	0.00821771	0
10027	5	0.027034653	0.0386435	0.0031121	0.036359925	0.024533125000000003	0
100286	2	0.0160311	0.0160311	0.0160311	0.0160311	0.0160311	0
10028	192	0.020616530932264673	0.0788664	0.000653674	0.048246863874345555	0.015753046282722505	0
10029	2	0.0161804	0.0161804	0.0161804	0.0161804	0.0161804	0
1002	20	0.03066790105263161	0.0524939	0.000218156	0.04110868842105264	0.025245266105263158	0
100305	2	0.0468186	0.0468186	0.0468186	0.0468186	0.0468186	0
100312	2	0.00133231	0.00133231	0.00133231	0.00133231	0.00133231	0
10031	2	0.00998745	0.00998745	0.00998745	0.00998745	0.00998745	0
100321	3	0.013994699999999999	0.0166287	0.0116165	0.0151838	0.0126777	0
100322	5	0.0027904860000000004	0.00371737	0.00170624	0.0031675174999999996	0.0023939474999999997	0
100323	4	0.007259311666666667	0.00939011	0.00391184	0.008579749999999999	0.006051833333333333	0
100327	2	0.0154113	0.0154113	0.0154113	0.0154113	0.0154113	0
100339	2	0.0109833	0.0109833	0.0109833	0.0109833	0.0109833	0
10033	2	0.0232045	0.0232045	0.0232045	0.0232045	0.0232045	0
100344	2	0.0224999	0.0224999	0.0224999	0.0224999	0.0224999	0
100347	2	0.0260265	0.0260265	0.0260265	0.0260265	0.0260265	0
10034	6	0.03511694666666667	0.0474299	0.0105603	0.045198999999999996	0.0292286	0
100354	2	0.00400536	0.00400536	0.00400536	0.00400536	0.00400536	0
100359	2	0.0125593	0.0125593	0.0125593	0.0125593	0.0125593	0
100361	3	0.020482800000000002	0.025721	0.0105988	0.0254248	0.0178637	0
100364	2	0.0223268	0.0223268	0.0223268	0.0223268	0.0223268	0
100366	2	0.0029036	0.0029036	0.0029036	0.0029036	0.0029036	0
100367	2	0.0194735	0.0194735	0.0194735	0.0194735	0.0194735	0
100368	3	0.033830733333333335	0.042702	0.0195439	0.04097415	0.0293951	0
10036	3	0.009056398333333333	0.0135311	0.000131495	0.01351885	0.0068190475000000006	0
10037	3	0.03383933333333333	0.0427612	0.0165102	0.0425039	0.0293784	0
100384	2	0.026302	0.026302	0.026302	0.026302	0.026302	0
100385	8	0.018092507142857144	0.0313357	0.0108269	0.027864314285714287	0.0146912	0
100398	2	0.00757781	0.00757781	0.00757781	0.00757781	0.00757781	0
10039	2	0.0146005	0.0146005	0.0146005	0.0146005	0.0146005	0
100409	2	0.00784414	0.00784414	0.00784414	0.00784414	0.00784414	0
10040	8	0.030237239285714285	0.051511	0.0103351	0.03754891428571428	0.02347135714285714	0
100415	2	0.00178311	0.00178311	0.00178311	0.00178311	0.00178311	0
100416	2	0.0232119	0.0232119	0.0232119	0.0232119	0.0232119	0
10041	3	0.010840846666666666	0.0125452	0.00858444	0.011969049999999998	0.00998867	0
100420	2	0.00501018	0.00501018	0.00501018	0.00501018	0.00501018	0
100423	2	0.00707748	0.00707748	0.00707748	0.00707748	0.00707748	0
100424	5	0.029105891999999994	0.0576247	0.00405382	0.0366756	0.022631474999999998	0
100425	2	0.00897922	0.00897922	0.00897922	0.00897922	0.00897922	0
10043	2	0.000215742	0.000215742	0.000215742	0.000215742	0.000215742	0
100442	2	0.0280898	0.0280898	0.0280898	0.0280898	0.0280898	0
100445	2	0.00924552	0.00924552	0.00924552	0.00924552	0.00924552	0
100448	2	0.0338809	0.0338809	0.0338809	0.0338809	0.0338809	0
100450	2	0.0198148	0.0198148	0.0198148	0.0198148	0.0198148	0
100453	2	0.0138735	0.0138735	0.0138735	0.0138735	0.0138735	0
100455	3	0.014257699999999998	0.0196082	0.0051	0.01883655	0.01158245	0
100458	2	0.0121632	0.0121632	0.0121632	0.0121632	0.0121632	0
100469	2	0.00305186	0.00305186	0.00305186	0.00305186	0.00305186	0
100478	5	0.03695867	0.0504805	0.0227691	0.044020375	0.033408875	0
10047	82	0.013823084540800912	0.0355752	0.00109106	0.028158927160493834	0.011546719135802472	0
100488	2	0.00789262	0.00789262	0.00789262	0.00789262	0.00789262	0
10048	3	0.014809260000000003	0.0217093	0.00148818	0.0214698	0.01135924	0
100492	2	0.00194597	0.00194597	0.00194597	0.00194597	0.00194597	0
100493	2	0.0188862	0.0188862	0.0188862	0.0188862	0.0188862	0
100497	3	0.0133107	0.0148239	0.0108615	0.0145353	0.012554099999999999	0
100498	6	0.015210694666666668	0.0234062	0.00346627	0.018430839999999997	0.012564793999999999	0
100500	2	0.0235039	0.0235039	0.0235039	0.0235039	0.0235039	0
100501	2	0.0438469	0.0438469	0.0438469	0.0438469	0.0438469	0
100506	3	0.01261731	0.0149181	0.00924953	0.0143012	0.011466915000000001	0
10050	29	0.02706570995073891	0.0514722	0.0023478	0.03955731785714286	0.02329098214285714	0
100516	2	0.00578148	0.00578148	0.00578148	0.00578148	0.00578148	0
10051	18	0.023054721321045746	0.0438623	4.76262e-06	0.040581811764705884	0.01589291044117647	0
10054	14	0.03911734003186814	0.0557338	3.33684e-05	0.04593518461538461	0.034490754961538465	0
10055	3	0.006462099999999999	0.00708464	0.00607761	0.006654345	0.0061508299999999995	0
10057	19	0.018317248479532155	0.041017	0.00156929	0.03236131111111112	0.014419941111111109	0
10058	8	0.02492022392857143	0.0515304	0.00105797	0.04212158571428571	0.018354142857142857	0
1005	30	0.03505085675402296	0.0639598	0.0	0.05023386206896552	0.02970601896551725	1
10063	185	0.014629763706639497	0.0225216	0.000105109	0.01827532201086957	0.01265213793478261	0
10064	85	0.01010473583408964	0.0312853	5.48565e-05	0.024997763095238084	0.0075526522619047635	0
10066	69	0.013586159658994044	0.0203526	0.00113698	0.016579099852941183	0.011950027352941177	0
10067	48	0.026581205800531884	0.0660891	0.000109903	0.04241505957446808	0.02202117595744681	0
10068	19202	0.025598393447926172	0.161003	0.0	0.05426086497578308	0.018152838609447546	10
10071	29	0.008957846194901472	0.0134771	2.38113e-06	0.01086245642857143	0.007483639290357141	0
10072	47	0.0057810164753561615	0.0104071	4.76262e-06	0.008768065217391305	0.003867759620869565	0
10073	8249	0.015201882605912258	0.0720998	0.0	0.057805375442531386	0.012454812049466487	3
10074	50	0.0165687503768735	0.0521368	9.52667e-06	0.04800754285714284	0.012188414285714287	0
10075	25	0.02434435413333335	0.0538364	0.00326797	0.03353935416666667	0.02031475166666667	0
10077	2	5.48565e-05	5.48565e-05	5.48565e-05	5.48565e-05	5.48565e-05	0
10078	10	0.010842812222222227	0.0135656	0.00172741	0.012382555555555556	0.008725320000000002	0
10079	116	0.01374018582055467	0.0440007	2.1443e-05	0.02790966269565217	0.011152534869565219	0
10080	66	0.025570705423309976	0.0565317	0.000943953	0.04659334153846153	0.018411733230769233	0
10082	44	0.022633288959830883	0.056983	0.000191626	0.03937917348837209	0.017461167906976743	0
10083	609	0.018485591936383317	0.123066	4.76262e-06	0.05144534457236844	0.014559372516447365	3
10084	129	0.022244774181443747	0.0588483	0.000150712	0.03853408125000002	0.019107971093750002	0
10085	21	0.009697235285714275	0.0123953	0.00209418	0.010974226	0.008372270499999999	0
10086	160	0.01832749948004095	0.0603394	0.0	0.03977712767295599	0.01461251295597485	0
10087	12	0.013466959545454547	0.0307165	0.00319274	0.019146254545454548	0.009867829090909089	0
10088	41	0.017751518170731704	0.0391934	0.00191113	0.027564205	0.014071015499999997	0
10089	3	0.0010207276666666667	0.00152999	0.000259243	0.00140147	0.0007660964999999999	0
10090	517	0.022394044771666493	0.0549323	0.0	0.044687469302325575	0.017280212674418618	0
10091	3	0.0008194170433333333	0.00122922	2.38113e-06	0.0012279349999999999	0.000614515565	0
10092	20	0.02292628201368423	0.0400509	3.09826e-05	0.033125194736842105	0.018148459473684212	0
10093	44	0.018646612568710436	0.0257539	0.000268926	0.02265011418604651	0.016969083720930235	0
10094	6	0.011405563999999998	0.014446	0.00875935	0.01275654	0.010337672	0
10095	6	0.015624600266666665	0.0300238	0.000129094	0.029314180000000002	0.0116469368	0
10097	10	0.026597313022222215	0.0487413	0.000194036	0.03405606666666667	0.022950055555555553	0
10102	7	0.021437233333333333	0.0393524	0.0080388	0.028684983333333334	0.017623283333333337	0
10104	10	0.012080984795555557	0.0266144	2.85972e-05	0.023016744444444445	0.008743541266666665	0
10105	2	0.0141553	0.0141553	0.0141553	0.0141553	0.0141553	0
10107	13	0.01925557858974359	0.0422758	0.00243596	0.03325345833333334	0.015747147499999996	0
10108	4	0.0287811	0.0382568	0.0147561	0.03696646666666667	0.023638400000000004	0
10110	2	0.0443261	0.0443261	0.0443261	0.0443261	0.0443261	0
10111	29	0.016100659088423643	0.0303436	5.72459e-05	0.02600477142857143	0.013128759285714284	0
10112	579	0.023150101069976396	0.0638496	0.0	0.04873221885813143	0.017794726505190327	0
10113	96	0.027273422440789494	0.0724442	0.00103256	0.05731662315789472	0.018406448	2
10114	356	0.014961850267131732	0.0601155	0.0	0.035898427605633824	0.010350451267605634	0
10115	6954	0.014279103394287711	0.0892038	0.0	0.05052630857615392	0.010569203637854161	8
10116	317	0.018295365197184853	0.0700636	4.76262e-06	0.03819099778481016	0.013461111414556963	0
10118	266	0.012437078086471879	0.0799006	2.62121e-05	0.03254519962264153	0.009331247018867927	0
10119	393	0.019211882524744914	0.0897357	4.76262e-06	0.04333226377551019	0.014673147857142858	0
10120	240	0.021816221919483927	0.0720998	5.00789e-05	0.04649567824267779	0.014642904309623428	0
10122	24	0.026009541340579714	0.056847	0.00532326	0.03900795652173913	0.019210276521739126	0
10123	2	0.0102971	0.0102971	0.0102971	0.0102971	0.0102971	0
10124	194	0.02346226144760406	0.0747617	1.66754e-05	0.044959377720207264	0.015981476424870467	0
10125	7	0.015506632380952377	0.0186134	0.00959675	0.018044266666666666	0.013531371666666667	0
10126	4	0.026973026516666665	0.0423635	1.90591e-05	0.04197053333333334	0.020101353033333335	0
10127	99	0.01546686429993818	0.0469872	0.0	0.03226914591836735	0.012662254387755104	0
10128	15	0.012720158763809514	0.0163251	4.76906e-05	0.015393864285714284	0.010407596321428571	0
10129	17	0.01735384154411765	0.0239599	0.0	0.019797699375	0.015478321250000001	0
10130	1336	0.028779970352516757	0.0958412	0.0	0.049973858007490615	0.02358047794007494	0
10131	163	0.022381681722402055	0.0630876	9.52667e-06	0.04616039506172842	0.01741184234567901	0
10132	32	0.02527984921370966	0.0471908	0.00307478	0.042032480645161296	0.020406512903225805	0
10133	165	0.013397347012483417	0.0471228	1.19092e-05	0.03920713170731708	0.010474432439024389	0
10134	24	0.01779477961231885	0.0262852	0.000703353	0.022129630434782603	0.015962613043478263	0
10135	73	0.017349765075730633	0.0622094	2.38113e-06	0.04138955277777778	0.014842728611111113	0
10136	2	0.0158007	0.0158007	0.0158007	0.0158007	0.0158007	0
10137	11	0.03620356981818182	0.0696435	0.00479074	0.055824399999999996	0.026861860000000005	1
10138	25	0.023701815166333344	0.0450825	3.33684e-05	0.03343395416666666	0.018577216125	0
10139	243	0.02314921319873512	0.0665005	1.19092e-05	0.04855781694214876	0.018816178512396704	0
10140	11	0.015113117792727268	0.0211891	1.42921e-05	0.0185275467	0.012796281949999998	0
10141	226	0.028800087830652146	0.0707855	0.0	0.049287731555555554	0.023309893155555563	0
10142	17	0.023017807536764717	0.0361664	0.000601675	0.031149250000000003	0.0184331859375	0
10143	3	0.015392543333333335	0.020828	0.00589533	0.02014115	0.012674815	0
10144	16	0.02187959906133331	0.0406407	7.14446e-06	0.03783950666666667	0.017627007523999996	0
10145	9	0.007849705958888889	0.0138285	0.0	0.0134222875	0.005128130141249999	0
10146	5	0.014167793000000001	0.0177954	0.00896343	0.0152168575	0.0117946325	0
10147	203	0.016933628408769844	0.0545914	3.8141e-05	0.0437470440594059	0.01404966836633663	0
10150	24	0.024462822951666678	0.0477572	7.14446e-06	0.03275419565217391	0.01774852782608696	0
10152	10	0.01794209111111111	0.0284967	0.0108876	0.023611744444444447	0.015383077777777778	0
10154	2	0.012131	0.012131	0.012131	0.012131	0.012131	0
10157	7	0.00037502066666666664	0.000567102	0.000117097	0.0004352715	0.0002857831666666667	0
10159	40	0.008821947585897428	0.0249526	0.000117097	0.018203315384615386	0.0058889094358974365	0
10165	41	0.03150935660121959	0.0569603	0.000880953	0.04808916250000002	0.026575305749999983	0
10166	2	0.0181373	0.0181373	0.0181373	0.0181373	0.0181373	0
10168	17	0.014414704852941176	0.0372986	0.00501979	0.03209075625	0.011799710000000001	0
1016	39	0.028612419941970304	0.0714201	0.000673527	0.04127842368421052	0.021102379736842102	0
10170	2	0.0166967	0.0166967	0.0166967	0.0166967	0.0166967	0
10172	30	0.0210025843813793	0.0403238	4.05279e-05	0.03866126896551725	0.01820233410344828	0
10174	3	0.017446033333333333	0.0181857	0.0167934	0.01777235	0.0170762	0
10175	3	0.015125633333333334	0.0165158	0.0144203	0.0154783	0.01443055	0
10176	12	0.031209698803030286	0.0548895	0.0	0.04594034545454546	0.024250145454545458	0
10177	11	0.027625456363636367	0.0616097	0.010171	0.04608440999999999	0.021817839999999998	0
10178	3	0.01768840333333333	0.0240136	0.00771791	0.02267365	0.014525805	0
10179	2	0.000298011	0.000298011	0.000298011	0.000298011	0.000298011	0
1017	4	0.015601389666666668	0.0220481	0.000281038	0.02188836666666667	0.012024112666666665	0
10180	5	0.01817616	0.0216603	0.0118744	0.0187066	0.017677250000000002	0
10181	10	0.023693179111111115	0.0373483	0.00980966	0.03020672222222222	0.01902902888888889	0
10183	13	0.019687114102564088	0.0649098	0.00294908	0.04365613333333334	0.012957973333333336	0
10184	5	0.032653407999999995	0.0517833	0.00169302	0.0403387375	0.027267022499999998	0
10185	17	0.01729607595588235	0.0219701	0.00255793	0.020095431250000004	0.015594837500000002	0
10186	20	0.028813116315789474	0.0565541	0.0086038	0.04475758421052631	0.022160510526315787	0
10187	122	0.021316249153289522	0.0444197	2.38113e-06	0.03632477933884296	0.01823111818181819	0
10188	18	0.012175569934640529	0.0279465	0.00159028	0.02634775882352941	0.010062507647058823	0
10189	2	0.0361903	0.0361903	0.0361903	0.0361903	0.0361903	0
10191	2	0.0452424	0.0452424	0.0452424	0.0452424	0.0452424	0
10192	25	0.013323333001333346	0.0206394	4.05279e-05	0.018070191666666666	0.011642833333333331	0
10193	6	0.01262311213333333	0.0154113	0.000179582	0.0141925	0.010753116399999998	0
10194	109	0.016249356741946927	0.0483512	1.90591e-05	0.03180347722222222	0.012282258981481478	0
10195	9	0.014472722777777777	0.0261264	0.00284408	0.02255915	0.01214293625	0
10196	3	0.006126104333333333	0.00908213	0.000599203	0.008889555	0.0046480915	0
10198	9	0.027101141388888892	0.0519007	0.00544739	0.0495311375	0.02159271125	0
1019	3	0.005556103666666666	0.00822025	0.000503091	0.00808261	0.004224030500000001	0
10200	2	0.000261664	0.000261664	0.000261664	0.000261664	0.000261664	0
10201	4	0.007872277833333332	0.0153631	0.000105109	0.015290233333333333	0.0053416896666666665	0
10202	42	0.007364661828536567	0.0174996	9.52667e-06	0.013345023902439027	0.004935489	0
10205	3	0.012412849999999998	0.0152031	0.00691715	0.0151607	0.011017724999999999	0
10206	6	0.008810095466666664	0.0154327	0.000346602	0.014428619999999998	0.006944244399999999	0
10207	62	0.017219932147646753	0.0585859	2.38113e-06	0.042364186885245896	0.013216481475409846	0
10208	10	0.02759750622222221	0.0392066	0.00120098	0.03503986666666667	0.02398503111111111	0
10209	52	0.030164655814479673	0.0684415	0.00121381	0.05305515490196078	0.02090849215686275	2
10211	66	0.0032196446967132793	0.0208754	2.38113e-06	0.02011059230769231	0.0019933229729230772	0
10212	3	0.03282705666666667	0.0473785	0.00441847	0.04703135	0.025551335	0
10213	374	0.007927094500923994	0.0576247	9.52667e-06	0.0466808904831099	0.005070469379088476	0
10214	21	0.023953537666666663	0.043893	0.00140746	0.03646151	0.0183969155	0
10215	23	0.028883446640316193	0.0454998	0.00120611	0.032221386363636355	0.02672678636363636	0
10216	16	0.01289467291666666	0.0436177	0.00182834	0.04171253999999999	0.009747622666666667	0
10217	9	0.012484825000000001	0.0202137	0.00352503	0.01499775375	0.010209453750000002	0
10218	4	0.011296328333333333	0.0150443	0.00232584	0.01211451	0.010526713333333333	0
10219	11	0.013638668036363637	0.0304804	0.000206092	0.02907925	0.0096520982	0
1021	8	0.011450940785714289	0.0359641	0.000378266	0.02519542857142857	0.006946523142857143	0
10220	245	0.0229806148900805	0.0440624	0.0	0.032667880819672146	0.017779071545081963	0
10221	14	0.013716129780219775	0.0500882	0.00363721	0.048787861538461534	0.01040461153846154	0
10222	18	0.015052052751633986	0.0432542	0.000114699	0.032219894117647065	0.011049264117647057	0
10223	16	0.022761844316666634	0.0474642	0.000281038	0.038293730000000005	0.016335965333333334	0
10224	7	0.006514465033333335	0.00791504	6.20257e-05	0.0073866083333333325	0.005636449283333334	0
10225	8	0.005433582500000002	0.00727893	0.00132198	0.0060404242857142855	0.0049153457142857146	0
10226	9	0.0091689242	0.0149181	1.42921e-05	0.0142399	0.0067137045625	0
10227	15	0.016435747914285717	0.0246043	0.000537527	0.022741014285714282	0.013597843142857141	0
10228	2	0.000780658	0.000780658	0.000780658	0.000780658	0.000780658	0
10229	28	0.015889403280158726	0.0336499	0.0	0.02730196666666666	0.013572240000000001	0
1022	13	0.034454476923076925	0.0612239	0.0022601	0.05024240833333333	0.02565023333333333	1
10231	10	0.004285345933333335	0.00803128	0.000143503	0.006976475555555556	0.0029729553333333334	0
10232	27	0.020890442739886033	0.050443	8.35527e-05	0.040415538461538454	0.014544816538461541	0
10233	18	0.014317657030718937	0.0317632	8.35527e-05	0.02591395294117647	0.01107083517647059	0
10234	3	0.003794393	0.00561533	0.000172359	0.00560541	0.0028839245	0
10235	4	0.029469385	0.0512216	0.00681101	0.04864666666666667	0.022325670000000002	0
10236	8	0.012452801428571428	0.0237157	0.00471818	0.023066385714285712	0.009158154285714286	0
10238	17	0.02802049906617647	0.0531382	0.000576973	0.04067163125	0.023651270000000002	0
10239	3	0.007348617566666667	0.0110226	8.35527e-05	0.01098115	0.00551162635	0
10240	18	0.012023285376601299	0.023602	4.76262e-06	0.018162617647058822	0.00895887705882353	0
10241	6	0.013351659999999996	0.0156593	0.0110488	0.014125960000000002	0.0123068	0
10243	4	0.01602041333333333	0.020539	0.00307478	0.019613266666666667	0.013347226666666665	0
10244	6	0.007435756666666666	0.00836894	0.00588862	0.007805643999999999	0.007010005999999999	0
10246	3	0.011956496666666665	0.015315	0.00538849	0.0152405	0.010277245	0
10247	7	0.016355510476190476	0.0241987	0.00113698	0.02281841666666667	0.013617523333333334	0
10248	3	0.004310665666666666	0.00643033	0.000174767	0.006378615	0.0032508335	0
10249	9	0.018743718722222226	0.0332473	0.000126694	0.026936162500000003	0.014718979249999998	0
1024	371	0.03193492777432823	0.372583	7.14446e-06	0.05403330783783786	0.02550791945945946	4
10250	9	0.011528409054444445	0.0211069	7.14446e-06	0.019779037500000003	0.008708380045	0
10251	733	0.03219122332724384	0.0653942	0.0	0.04891968759562841	0.023704075769125695	0
10253	5	0.0055574827000000005	0.00816716	0.000189217	0.0073303275	0.00440437425	0
10254	24	0.02484157267224641	0.055104	0.0	0.043046748260869565	0.01920373826086956	0
10255	5	0.034533995	0.04867	0.00532	0.044619825	0.030548625	0
10256	68	0.02292881160719935	0.100359	1.19092e-05	0.047126977611940304	0.016966712835820894	0
10257	7	0.021411389904761904	0.0432091	0.000247148	0.04079803333333333	0.016709238	0
10258	27	0.030433924700854702	0.0613264	0.00456145	0.04475353846153846	0.02302651615384614	0
10259	8	0.009097026374999997	0.0111233	1.42921e-05	0.010718294285714287	0.008131104585714286	0
10260	37	0.036656466921921906	0.054655	0.00111911	0.04350779722222222	0.03409611666666667	0
10261	2	0.000498178	0.000498178	0.000498178	0.000498178	0.000498178	0
10262	3	0.0108887	0.0114955	0.0100999	0.0112831	0.010585299999999999	0
10264	3	0.013692459999999998	0.0189049	0.00352208	0.01877765	0.01108624	0
10266	2	0.0	0.0	0	0.0	0.0	0
10267	4	0.0072273077666666664	0.0144408	1.66754e-05	0.014433966666666668	0.004820378166666667	0
10268	15	0.03144179295238096	0.0425102	0.00493674	0.03276401428571428	0.028942317857142855	0
10269	65	0.030066748092548064	0.0578334	5.48565e-05	0.0490020421875	0.026482202968749997	0
10270	75	0.03342792726440378	0.0497555	4.76262e-06	0.042853483783783765	0.02782916126621622	0
10271	13	0.02414944871794873	0.0374229	0.00456145	0.025073070833333336	0.023111424999999994	0
10272	8	0.018637096428571427	0.0197759	0.015976	0.019216157142857144	0.018105985714285712	0
10273	4	4.889635e-05	7.15897e-05	2.62121e-05	6.76043e-05	3.89468e-05	0
10274	25	0.00839175311133333	0.0116525	8.59464e-05	0.009825955833333334	0.007030750708333334	0
10275	2	0.00643033	0.00643033	0.00643033	0.00643033	0.00643033	0
10276	5	0.01583468684	0.0265465	3.33684e-05	0.0193927	0.011804682099999998	0
10277	11	0.005753204363636365	0.0118426	0.00120098	0.009723705000000001	0.004421606999999999	0
10279	3	0.009639273333333332	0.0107534	0.00789262	0.0105126	0.00908221	0
10280	2	0.0492264	0.0492264	0.0492264	0.0492264	0.0492264	0
10281	2	0.0106888	0.0106888	0.0106888	0.0106888	0.0106888	0
10282	3	0.03317702666666667	0.049682	0.00020368	0.0496637	0.02492454	0
10283	27	0.004832875039601141	0.00822025	3.8141e-05	0.006389286230769231	0.00438598543076923	0
10284	3	0.008289033	0.0123813	0.000225399	0.01232085	0.006242899499999999	0
10285	18	0.03706753699346402	0.0547827	0.00772161	0.044073458823529414	0.03407511764705882	0
10286	12	0.018557090757575757	0.0341361	0.000184398	0.03279591818181818	0.014457468363636365	0
10287	7	0.003310453690952381	0.0114508	2.38113e-06	0.010961183333333333	0.0019373694249999998	0
10288	11	0.016449989090909087	0.0302075	0.00061899	0.02902809	0.014348950999999999	0
10289	16	0.008438228041666673	0.0236702	3.09826e-05	0.022289200000000002	0.006239352666666667	0
10290	5	0.02288322	0.0342925	0.0106631	0.033096725	0.0190199	0
10291	2	0.0373358	0.0373358	0.0373358	0.0373358	0.0373358	0
10292	5	0.030166868000000003	0.0505558	0.00112677	0.04563777499999999	0.021354295000000002	0
10293	2	2.85972e-05	2.85972e-05	2.85972e-05	2.85972e-05	2.85972e-05	0
10294	3	0.034239166666666675	0.0436939	0.0154059	0.0436558	0.0295118	0
10295	12	0.014237491621212123	0.0470719	0.000405107	0.02198822727272727	0.010547426363636364	0
