FGB ID	Number of Families	Family names
FGB1965	3	f__Planococcaceae,f__Bacillaceae,f__Shewanellaceae
FGB1966	1	f__Staphylococcaceae
FGB1967	1	f__Bacillaceae
FGB1968	1	f__Staphylococcaceae
FGB1969	1	f__Aerococcaceae
FGB1970	2	f__Bacillales_unclassified,f__Staphylococcaceae
FGB1971	1	f__Carnobacteriaceae
FGB1972	4	f__Clostridiales_unclassified,f__Clostridiaceae,f__Carnobacteriaceae,f__Aerococcaceae
FGB1973	2	f__Carnobacteriaceae,f__Aerococcaceae
FGB1974	1	f__Carnobacteriaceae
FGB1975	6	f__Bacillaceae,f__Enterococcaceae,f__Aerococcaceae,f__Lactobacillaceae,f__Carnobacteriaceae,f__Streptococcaceae
FGB1976	1	f__Streptococcaceae
FGB1978	1	f__Aerococcaceae
FGB1979	2	f__Carnobacteriaceae,f__Streptococcaceae
FGB1980	1	f__Thermoactinomycetaceae
FGB1982	1	f__Thermoactinomycetaceae
FGB1985	1	f__Thermoactinomycetaceae
FGB1986	2	f__Thermoactinomycetaceae,f__Flavobacteriaceae
FGB1987	2	f__Sporolactobacillaceae,f__Flavobacteriaceae
FGB1991	1	f__Bacillaceae
FGB1992	1	f__Bacillaceae
FGB1993	1	f__Bacillaceae
FGB1994	1	f__Bacillaceae
FGB1995	2	f__Sporolactobacillaceae,f__Bacillaceae
FGB1996	2	f__Bacillales_unclassified,f__Bacillaceae
FGB1997	2	f__Bacillales_unclassified,f__Flavobacteriaceae
FGB1998	2	f__Planococcaceae,f__Bacillaceae
FGB1999	2	f__Bacillaceae,f__Sporolactobacillaceae
FGB2000	1	f__Bacillaceae
FGB2001	1	f__Bacillaceae
FGB2005	1	f__Bacillaceae
FGB2008	2	f__Peptococcaceae,f__Flavobacteriaceae
FGB2009	1	f__Peptococcaceae
FGB2011	1	f__Peptococcaceae
FGB2014	1	f__Alicyclobacillaceae
FGB2015	2	f__Flavobacteriaceae,f__Alicyclobacillaceae
FGB2020	1	f__Peptococcaceae
FGB2022	4	f__Peptococcaceae,f__Thermoanaerobacteraceae,f__Tepidanaerobacteraceae,f__Flavobacteriaceae
FGB2023	1	f__Peptococcaceae
FGB2032	1	f__Balneolaceae
FGB2034	2	f__Chlorobiaceae,f__Flavobacteriaceae
FGB2037	1	f__Flavobacteriaceae
FGB2043	7	f__Clostridiaceae,f__Syntrophomonadaceae,f__Hungateiclostridiaceae,f__Lachnospiraceae,f__Thermoanaerobacterales_Family_IV_Incertae_Sedis,f__Ruminococcaceae,f__Tissierellaceae
FGB2045	1	f__Peptostreptococcaceae
FGB2050	2	f__Flavobacteriaceae,f__Syntrophomonadaceae
FGB2054	1	f__Synergistaceae
FGB2059	1	f__Acidimicrobiaceae
FGB2065	1	f__Tropherymataceae
FGB2068	1	f__Alicyclobacillaceae
FGB2070	2	f__Flavobacteriaceae,f__Firmicutes_unclassified
FGB2072	1	f__Clostridiales_Family_XVII_Incertae_Sedis
FGB2073	2	f__Natranaerobiaceae,f__Flavobacteriaceae
FGB2074	2	f__Bacillales_unclassified,f__Flavobacteriaceae
FGB2075	2	f__Clostridiaceae,f__Flavobacteriaceae
FGB2076	2	f__Clostridiales_unclassified,f__Clostridiaceae
FGB2078	3	f__Lachnospiraceae,f__Clostridiaceae,f__Flavobacteriaceae
FGB2083	1	f__Thermoanaerobacterales_Family_III_Incertae_Sedis
FGB2084	2	f__Flavobacteriaceae,f__Dictyoglomaceae
FGB2085	1	f__Thermosediminibacteraceae
FGB2086	1	f__Coprothermobacteraceae
FGB2087	3	f__Thermoanaerobacteraceae,f__Flavobacteriaceae,f__Thermoanaerobacterales_Family_III_Incertae_Sedis
FGB2092	2	f__Flavobacteriaceae,f__Halanaerobiaceae
FGB2093	2	f__Xylanivirgaceae,f__Firmicutes_unclassified
FGB2096	1	f__Flavobacteriaceae
FGB2097	2	f__Flavobacteriaceae,f__Halanaerobiaceae
FGB2098	2	f__Halobacteroidaceae,f__Flavobacteriaceae
FGB2099	1	f__Halobacteroidaceae
FGB2102	1	f__Candidatus_Gastranaerophilales_unclassified
FGB2105	1	f__Candidatus_Gastranaerophilales_unclassified
FGB2106	1	f__Candidatus_Gastranaerophilales_unclassified
FGB2107	1	f__Candidatus_Gastranaerophilales_unclassified
FGB2110	2	f__Deferribacteraceae,f__Flavobacteriaceae
FGB2127	1	f__Flavobacteriaceae
FGB2129	1	f__Opitutaceae
FGB2130	2	f__Opitutaceae,f__Verrucomicrobia_unclassified
FGB2131	3	f__Candidatus_Riflebacteria_unclassified,f__Firmicutes_unclassified,f__Candidatus_Bipolaricaulota_unclassified
FGB2143	1	f__Peptococcaceae
FGB2145	1	f__Weeksellaceae
FGB2149	1	f__Methylacidiphilaceae
FGB2163	2	f__Puniceicoccaceae,f__Opitutales_unclassified
FGB2181	2	f__Desulfovibrionaceae,f__Spirochaetaceae
FGB2182	1	f__Desulfovibrionaceae
FGB2187	1	f__Desulfovibrionaceae
FGB2189	1	f__Desulfobulbaceae
FGB2197	1	f__Desulfobulbaceae
FGB2199	1	f__Desulfuromonadaceae
FGB2203	2	f__Geobacteraceae,f__Desulfuromonadaceae
FGB2205	2	f__Geobacteraceae,f__Desulfuromonadaceae
FGB2206	1	f__Geobacteraceae
FGB2210	10	f__Desulfobulbaceae,f__Desulfohalobiaceae,f__Desulfarculaceae,f__Desulfovibrionaceae,f__Geobacteraceae,f__Desulfobacteraceae,f__Syntrophobacteraceae,f__Kiritimatiellaceae,f__Shewanellaceae,f__Dehalococcoidia_unclassified
FGB2216	1	f__Desulfobacteraceae
FGB2222	2	f__Flavobacteriaceae,f__Syntrophaceae
FGB2232	1	f__Sphingobacteriaceae
FGB2239	2	f__Cardiobacteriaceae,f__Desulfobacteraceae
FGB2242	2	f__Sphingobacteriaceae,f__Desulfobacteraceae
FGB2243	1	f__Syntrophobacteraceae
FGB2245	1	f__Desulfobacteraceae
FGB2246	1	f__Desulfobacteraceae
FGB2247	2	f__Sphingobacteriaceae,f__Desulfobacteraceae
FGB2249	1	f__Sphingobacteriaceae
FGB2254	2	f__Sphingobacteriaceae,f__Syntrophaceae
FGB2259	1	f__Syntrophaceae
FGB2268	1	f__Nitrospiraceae
FGB2269	1	f__Acidobacteriaceae
FGB2271	1	f__Acidobacteriaceae
FGB2276	1	f__Nitrospiraceae
FGB2277	1	f__Nitrospiraceae
FGB2293	1	f__Kiloniellaceae
FGB2302	1	f__Burkholderiaceae
FGB2308	1	f__Gammaproteobacteria_unclassified
FGB2318	1	f__Kangiellaceae
FGB2327	1	f__Porticoccaceae
FGB2337	1	f__Piscirickettsiaceae
FGB2338	1	f__Piscirickettsiaceae
FGB2342	1	f__Lewinellaceae
FGB2343	2	f__Cyclobacteriaceae,f__Lewinellaceae
FGB2344	2	f__Cyclobacteriaceae,f__Lewinellaceae
FGB2366	1	f__Calditrichaceae
FGB2368	1	f__Cyclobacteriaceae
FGB2369	1	f__Cyclobacteriaceae
FGB2374	1	f__Lentisphaeria_unclassified
FGB2377	2	f__Lentisphaeria_unclassified,f__Victivallaceae
FGB2378	1	f__Lentisphaeria_unclassified
FGB2381	1	f__Akkermansiaceae
FGB2382	1	f__Akkermansiaceae
FGB2390	1	f__Isosphaeraceae
FGB2396	2	f__Sutterellaceae,f__Burkholderiales_unclassified
FGB2398	1	f__Sutterellaceae
FGB2399	3	f__Planctomycetes_unclassified,f__Sutterellaceae,f__Pirellulaceae
FGB2400	1	f__Sutterellaceae
FGB2401	2	f__Alphaproteobacteria_unclassified,f__Pirellulaceae
FGB2402	2	f__Alphaproteobacteria_unclassified,f__Pirellulaceae
FGB2403	2	f__Pirellulaceae,f__Planctomycetaceae
FGB2404	1	f__Alphaproteobacteria_unclassified
FGB2418	1	f__Xanthomonadaceae
FGB2419	1	f__Coxiellaceae
FGB2424	1	f__Halothiobacillaceae
FGB2429	1	f__Oxalobacteraceae
FGB2430	1	f__Oxalobacteraceae
FGB2432	1	f__Gallionellaceae
FGB2433	1	f__Cardiobacteriaceae
FGB2434	1	f__Neisseriaceae
FGB2435	2	f__Methylophilaceae,f__Flavobacteriaceae
FGB2437	1	f__Neisseriaceae
FGB2438	3	f__Oxalobacteraceae,f__Burkholderiaceae,f__Chromobacteriaceae
FGB2439	1	f__Ferrovaceae
FGB2440	1	f__Alcaligenaceae
FGB2441	2	f__Alcaligenaceae,f__Betaproteobacteria_unclassified
FGB2442	1	f__Alcaligenaceae
FGB2444	1	f__Bacteria_unclassified
FGB2459	1	f__Idiomarinaceae
FGB2460	1	f__Idiomarinaceae
FGB2461	1	f__Idiomarinaceae
FGB2462	1	f__Alteromonadaceae
FGB2463	1	f__Alteromonadaceae
FGB2466	1	f__Alteromonadaceae
FGB2467	2	f__Pseudoalteromonadaceae,f__Alteromonadaceae
FGB2468	1	f__Gammaproteobacteria_unclassified
FGB2469	4	f__Gammaproteobacteria_unclassified,f__Flammeovirgaceae,f__Alcaligenaceae,f__Idiomarinaceae
FGB2471	2	f__Spirulinaceae,f__Prochlorotrichaceae
FGB2475	1	f__Psychromonadaceae
FGB2476	1	f__Orbaceae
FGB2477	1	f__Pasteurellaceae
FGB2478	4	f__Gammaproteobacteria_unclassified,f__Alteromonadaceae,f__Chromatiaceae,f__Hymenobacteraceae
FGB2479	1	f__Vibrionaceae
FGB2480	1	f__Alteromonadaceae
FGB2481	2	f__Enterobacterales_unclassified,f__Hymenobacteraceae
FGB2482	3	f__Aeromonadaceae,f__Gammaproteobacteria_unclassified,f__Ferrimonadaceae
FGB2483	9	f__Budviciaceae,f__Hafniaceae,f__Morganellaceae,f__Yersiniaceae,f__Erwiniaceae,f__Enterobacteriaceae,f__Pectobacteriaceae,f__Weeksellaceae,f__Enterobacterales_unclassified
FGB2484	1	f__Aeromonadaceae
FGB2485	2	f__Alteromonadales_unclassified,f__Hymenobacteraceae
FGB2486	1	f__Moritellaceae
FGB2487	3	f__Ferrimonadaceae,f__Shewanellaceae,f__Hymenobacteraceae
FGB2490	1	f__Moraxellaceae
FGB2491	1	f__Moraxellaceae
FGB2493	2	f__Moraxellaceae,f__Hymenobacteraceae
FGB2494	1	f__Moraxellaceae
FGB2497	2	f__Hymenobacteraceae,f__Rhodospirillaceae
FGB2498	1	f__Hymenobacteraceae
FGB2500	1	f__Candidatus_Competibacteraceae
FGB2504	2	f__Acidiferrobacteraceae,f__Cytophagaceae
FGB2506	1	f__Rhodospirillaceae
FGB2509	2	f__Hyphomonadaceae,f__Parvularculaceae
FGB2517	1	f__Rhodobacteraceae
FGB2519	1	f__Rhodobacteraceae
FGB2526	1	f__Rhodobacteraceae
FGB2527	1	f__Rhodobacteraceae
FGB2531	2	f__Acetobacteraceae,f__Chitinophagaceae
FGB2532	1	f__Acetobacteraceae
FGB2533	2	f__Chitinophagaceae,f__Rhodospirillaceae
FGB2534	2	f__Alphaproteobacteria_unclassified,f__Rhodospirillaceae
FGB2535	2	f__Alphaproteobacteria_unclassified,f__Parvularculaceae
FGB2537	3	f__Alphaproteobacteria_unclassified,f__Chitinophagaceae,f__Caulobacteraceae
FGB2540	2	f__Hyphomicrobiaceae,f__Rhizobiales_unclassified
FGB2541	1	f__Hyphomicrobiaceae
FGB2542	2	f__Rhodobiaceae,f__Alphaproteobacteria_unclassified
FGB2543	1	f__Hyphomicrobiaceae
FGB2544	1	f__Hyphomicrobiaceae
FGB2547	25	f__Acetobacteraceae,f__Notoacmeibacteraceae,f__Bradyrhizobiaceae,f__Geminicoccaceae,f__Rhodospirillales_unclassified,f__Salinarimonadaceae,f__Chelatococcaceae,f__Methylobacteriaceae,f__Rhizobiaceae,f__Xanthobacteraceae,f__Bacteria_unclassified,f__Methylocystaceae,f__Aurantimonadaceae,f__Ancalomicrobiaceae,f__Elioraeaceae,f__Rhodospirillaceae,f__Phyllobacteriaceae,f__Lichenibacteriaceae,f__Hyphomicrobiaceae,f__Rhodobacteraceae,f__Rhizobiales_unclassified,f__Alphaproteobacteria_unclassified,f__Rhodobiaceae,f__Brucellaceae,f__Cohaesibacteraceae
FGB2548	2	f__Beijerinckiaceae,f__Methylocystaceae
FGB2549	25	f__Acetobacteraceae,f__Bradyrhizobiaceae,f__Acuticoccaceae,f__Rhodospirillales_unclassified,f__Salinarimonadaceae,f__Chelatococcaceae,f__Methylobacteriaceae,f__Rhizobiaceae,f__Xanthobacteraceae,f__Methylocystaceae,f__Bacteria_unclassified,f__Aurantimonadaceae,f__Rhodospirillaceae,f__Hyphomicrobiaceae,f__Alsobacteraceae,f__Rhodobacteraceae,f__Rhizobiales_unclassified,f__Alphaproteobacteria_unclassified,f__Rhodobiaceae,f__Aestuariivirgaceae,f__Cohaesibacteraceae,f__Caulobacteraceae,f__Minwuiaceae,f__Roseiarcaceae,f__Beijerinckiaceae
FGB2551	1	f__Erythrobacteraceae
FGB2552	7	f__Sphingomonadales_unclassified,f__Bacillaceae,f__Alphaproteobacteria_unclassified,f__Chitinophagaceae,f__Erythrobacteraceae,f__Sphingomonadaceae,f__Caulobacteraceae
FGB2553	1	f__Maricaulaceae
FGB2554	4	f__Alphaproteobacteria_unclassified,f__Bacillaceae,f__Sphingomonadaceae,f__Caulobacteraceae
FGB2556	2	f__Rhodobiaceae,f__Rhodospirillaceae
FGB2563	2	f__Gammaproteobacteria_unclassified,f__Halomonadaceae
FGB2564	1	f__Spongiibacteraceae
FGB2566	2	f__Alteromonadaceae,f__Halomonadaceae
FGB2568	1	f__Alcanivoracaceae
FGB2569	1	f__Microbulbiferaceae
FGB2572	1	f__Halieaceae
FGB2573	2	f__Gammaproteobacteria_unclassified,f__Halieaceae
FGB2574	1	f__Alcaligenaceae
FGB2575	1	f__Alcaligenaceae
FGB2576	1	f__Alcaligenaceae
FGB2577	1	f__Salinisphaeraceae
FGB2581	1	f__Ectothiorhodospiraceae
FGB2583	5	f__Thioalkalispiraceae,f__Gammaproteobacteria_unclassified,f__Candidatus_Competibacteraceae,f__Chromatiales_unclassified,f__Ectothiorhodospiraceae
FGB2584	1	f__Chromatiaceae
FGB2585	2	f__Gammaproteobacteria_unclassified,f__Ectothiorhodospiraceae
FGB2586	1	f__Gammaproteobacteria_unclassified
FGB2589	2	f__Ectothiorhodospiraceae,f__Salinisphaeraceae
FGB2590	5	f__Burkholderiaceae,f__Gammaproteobacteria_unclassified,f__Yersiniaceae,f__Pseudomonadaceae,f__Erwiniaceae
FGB2592	1	f__Sinobacteraceae
FGB2593	2	f__Xanthomonadaceae,f__Rhodanobacteraceae
FGB2594	19	f__Betaproteobacteria_unclassified,f__Zoogloeaceae,f__Alcaligenaceae,f__Burkholderiales_unclassified,f__Burkholderiaceae,f__Bacteria_unclassified,f__Sulfuricellaceae,f__Rhodocyclaceae,f__Rhodobacteraceae,f__Azonexaceae,f__Pseudomonadaceae,f__Neisseriaceae,f__Hydrogenophilaceae,f__Thiobacillaceae,f__Comamonadaceae,f__Gallionellaceae,f__Oxalobacteraceae,f__Chromobacteriaceae,f__Sterolibacteriaceae
FGB2595	1	f__Burkholderiaceae
FGB2597	4	f__Usitatibacteraceae,f__Zoogloeaceae,f__Azonexaceae,f__Betaproteobacteria_unclassified
FGB2598	3	f__Thiobacillaceae,f__Sulfuricellaceae,f__Betaproteobacteria_unclassified
FGB2603	7	f__Gemmatimonadaceae,f__Anaeromyxobacteraceae,f__Nannocystaceae,f__Myxococcales_unclassified,f__Kofleriaceae,f__Polyangiaceae,f__Sandaracinaceae
FGB2604	4	f__Comamonadaceae,f__Polyangiaceae,f__Myxococcaceae,f__Archangiaceae
FGB2609	3	f__Thermoleophilaceae,f__Conexibacteraceae,f__Patulibacteraceae
FGB2623	1	f__Thiotrichaceae
FGB2637	1	f__Pseudomonadaceae
FGB2638	1	f__Oceanospirillaceae
FGB2639	1	f__Oceanospirillaceae
FGB2641	1	f__Oceanospirillaceae
FGB2642	1	f__Oceanospirillaceae
FGB2645	1	f__Hahellaceae
FGB2657	1	f__Nitrosomonadaceae
FGB2658	1	f__Nitrosomonadaceae
FGB2659	1	f__Nitrosomonadaceae
FGB2660	1	f__Nitrosomonadaceae
FGB2661	1	f__Nitrosomonadaceae
FGB2662	1	f__Nitrosomonadaceae
FGB2663	1	f__Gloeobacteraceae
FGB2664	1	f__Synechococcaceae
FGB2665	5	f__Prochlorotrichaceae,f__Leptolyngbyaceae,f__Oscillatoriaceae,f__Coleofasciculaceae,f__Oculatellaceae
FGB2669	1	f__Synechococcaceae
FGB2671	1	f__Leptolyngbyaceae
FGB2673	1	f__Pseudanabaenaceae
FGB2674	1	f__Synechococcaceae
FGB2677	1	f__Pseudanabaenaceae
FGB2680	1	f__Oscillatoriaceae
FGB2681	2	f__Coleofasciculaceae,f__Microcoleaceae
FGB2683	3	f__Spirulinaceae,f__Oscillatoriaceae,f__Microcoleaceae
FGB2684	1	f__Microcoleaceae
FGB2685	2	f__Microcoleaceae,f__Oscillatoriaceae
FGB2686	2	f__Oscillatoriaceae,f__Microcoleaceae
FGB2687	1	f__Desertifilaceae
FGB2688	1	f__Nostocaceae
FGB2689	1	f__Hydrococcaceae
FGB2690	4	f__Chroococcaceae,f__Chroococcidiopsidaceae,f__Merismopediaceae,f__Scytonemataceae
FGB2691	1	f__Calotrichaceae
FGB2692	2	f__Aphanizomenonaceae,f__Nostocaceae
FGB2693	12	f__Symphyonemataceae,f__Nostocaceae,f__Scytonemataceae,f__Fortieaceae,f__Tolypothrichaceae,f__Calotrichaceae,f__Nostocales_unclassified,f__Hapalosiphonaceae,f__Stigonemataceae,f__Chlorogloeopsidaceae,f__Aphanizomenonaceae,f__Rivulariaceae
FGB2694	2	f__Leptolyngbyaceae,f__Pseudanabaenaceae
FGB2697	2	f__Chroococcaceae,f__Cyanobacteriaceae
FGB2700	1	f__Microcystaceae
FGB2701	1	f__Aphanothecaceae
FGB2702	2	f__Synechococcaceae,f__Aphanothecaceae
FGB2703	2	f__Chroococcaceae,f__Dermocarpellaceae
FGB2705	1	f__Merismopediaceae
FGB2706	3	f__Leptolyngbyaceae,f__Synechococcaceae,f__Pseudanabaenaceae
FGB2709	2	f__Burkholderiaceae,f__Betaproteobacteria_unclassified
FGB2711	1	f__Oceanospirillaceae
FGB2712	1	f__Oceanospirillaceae
FGB2714	1	f__Leptospiraceae
FGB2715	1	f__Leptospiraceae
FGB2716	1	f__Leptospiraceae
FGB2717	1	f__Ectothiorhodospiraceae
FGB2724	2	f__Acidithiobacillaceae,f__Micrococcaceae
FGB2725	1	f__Thiotrichaceae
FGB2728	2	f__Alteromonadaceae,f__Cellvibrionaceae
FGB2731	1	f__Legionellaceae
FGB2732	1	f__Legionellaceae
FGB2733	1	f__Legionellaceae
FGB2735	3	f__Methylococcaceae,f__Gammaproteobacteria_unclassified,f__Bacteria_unclassified
FGB2736	4	f__Gammaproteobacteria_unclassified,f__Alteromonadaceae,f__Piscirickettsiaceae,f__Idiomarinaceae
FGB2737	1	f__Spirochaetaceae
FGB2739	1	f__Spirochaetaceae
FGB2745	1	f__Thiotrichaceae
FGB2755	1	f__Cellvibrionaceae
FGB2759	1	f__Oceanospirillaceae
FGB2761	1	f__Endozoicomonadaceae
FGB2767	2	f__Spongiibacteraceae,f__Oceanospirillaceae
FGB2775	1	f__Mariprofundaceae
FGB2778	1	f__Chromatiaceae
FGB2779	1	f__Crenotrichaceae
FGB2782	3	f__Methylococcaceae,f__Thioalkalispiraceae,f__Thermithiobacillaceae
FGB2783	1	f__Methylococcaceae
FGB2784	1	f__Methylococcaceae
FGB2785	1	f__Legionellaceae
FGB2792	1	f__Thiotrichaceae
FGB2797	1	f__Coxiellaceae
FGB2798	1	f__Piscirickettsiaceae
FGB2803	2	f__Hungateiclostridiaceae,f__Clostridiaceae
FGB2809	1	f__Porticoccaceae
FGB2812	1	f__Piscirickettsiaceae
FGB2813	1	f__Piscirickettsiaceae
FGB2814	1	f__Alteromonadaceae
FGB2816	1	f__Colwelliaceae
FGB2817	1	f__Pseudoalteromonadaceae
FGB2818	1	f__Pseudoalteromonadaceae
FGB2831	1	f__Clostridia_unclassified
FGB2833	1	f__Clostridia_unclassified
FGB2834	1	f__Clostridia_unclassified
FGB2836	1	f__Clostridia_unclassified
FGB2837	1	f__Clostridia_unclassified
FGB2839	1	f__Clostridia_unclassified
FGB2840	1	f__Clostridia_unclassified
FGB2841	2	f__Clostridia_unclassified,f__Candidatus_Borkfalkiaceae
FGB2842	1	f__Clostridia_unclassified
FGB2845	1	f__Clostridia_unclassified
FGB2860	1	f__Clostridia_unclassified
FGB2861	1	f__Clostridia_unclassified
FGB2863	1	f__Clostridia_unclassified
FGB2864	1	f__Clostridia_unclassified
FGB2873	1	f__Clostridia_unclassified
FGB2883	1	f__Christensenellaceae
FGB2885	1	f__Clostridia_unclassified
FGB2890	1	f__Clostridia_unclassified
FGB2891	1	f__Caldicoprobacteraceae
FGB2892	2	f__Catabacteriaceae,f__Christensenellaceae
FGB2898	1	f__Clostridia_unclassified
FGB2906	2	f__Mycoplasmataceae,f__Clostridia_unclassified
FGB2915	1	f__Ruminococcaceae
FGB2930	1	f__Clostridia_unclassified
FGB2932	1	f__Clostridia_unclassified
FGB2934	1	f__Clostridia_unclassified
FGB2936	1	f__Clostridia_unclassified
FGB2937	1	f__Clostridia_unclassified
FGB2942	1	f__Clostridia_unclassified
FGB2947	1	f__Clostridia_unclassified
FGB2949	1	f__Clostridia_unclassified
FGB2955	1	f__Clostridia_unclassified
FGB2971	2	f__Oscillospiraceae,f__Ruminococcaceae
FGB2982	1	f__Clostridia_unclassified
FGB2984	1	f__Clostridia_unclassified
FGB2987	1	f__Eggerthellaceae
FGB2989	1	f__Eggerthellaceae
FGB2990	1	f__Atopobiaceae
FGB2991	4	f__Coriobacteriaceae,f__Coriobacteriales_unclassified,f__Bacteria_unclassified,f__Atopobiaceae
FGB2992	1	f__Coriobacteriia_unclassified
FGB2993	5	f__Atopobiaceae,f__Eggerthellaceae,f__Coriobacteriales_unclassified,f__Bacteria_unclassified,f__Coriobacteriaceae
FGB2997	1	f__Ruminococcaceae
FGB2998	2	f__Ruminococcaceae,f__Clostridiaceae
FGB3000	3	f__Ruminococcaceae,f__Bacteria_unclassified,f__Clostridia_unclassified
FGB3001	2	f__Ruminococcaceae,f__Clostridia_unclassified
FGB3002	1	f__Clostridia_unclassified
FGB3005	1	f__Clostridia_unclassified
FGB3009	2	f__Ruminococcaceae,f__Clostridia_unclassified
FGB3012	1	f__Clostridia_unclassified
FGB3014	1	f__Ruminococcaceae
FGB3015	3	f__Clostridiaceae,f__Bacteria_unclassified,f__Ruminococcaceae
FGB3020	2	f__Ruminococcaceae,f__Clostridia_unclassified
FGB3021	2	f__Ruminococcaceae,f__Clostridia_unclassified
FGB3026	1	f__Ruminococcaceae
FGB3027	1	f__Ruminococcaceae
FGB3034	1	f__Clostridia_unclassified
FGB3038	1	f__Clostridia_unclassified
FGB3040	2	f__Christensenellaceae,f__Clostridia_unclassified
FGB3042	1	f__Clostridia_unclassified
FGB3046	1	f__Ruminococcaceae
FGB3049	2	f__Ruminococcaceae,f__Clostridia_unclassified
FGB3052	3	f__Clostridiaceae,f__Clostridia_unclassified,f__Ruminococcaceae
FGB3054	1	f__Ruminococcaceae
FGB3056	5	f__Clostridiaceae,f__Oscillospiraceae,f__Clostridiales_unclassified,f__Clostridia_unclassified,f__Ruminococcaceae
FGB3057	1	f__Ruminococcaceae
FGB3058	1	f__Ruminococcaceae
FGB3059	2	f__Ruminococcaceae,f__Clostridia_unclassified
FGB3062	1	f__Ruminococcaceae
FGB3067	1	f__Clostridiales_unclassified
FGB3068	1	f__Clostridia_unclassified
FGB3069	1	f__Clostridia_unclassified
FGB3071	2	f__Clostridia_unclassified,f__Eubacteriaceae
FGB3072	2	f__Clostridia_unclassified,f__Eubacteriaceae
FGB3076	2	f__Desulfomicrobiaceae,f__Desulfovibrionaceae
FGB3077	1	f__Desulfovibrionaceae
FGB3078	1	f__Desulfovibrionaceae
FGB3082	2	f__Tissierellaceae,f__Actinomycetaceae
FGB3083	1	f__Actinomycetaceae
FGB3084	1	f__Propionibacteriaceae
FGB3085	1	f__Bifidobacteriaceae
FGB3086	1	f__Synergistaceae
FGB3087	1	f__Synergistaceae
FGB3089	1	f__Synergistaceae
FGB3090	1	f__Rhodothermaceae
FGB3091	2	f__Rhodothermaceae,f__Rubricoccaceae
FGB3092	2	f__Salinibacteraceae,f__Rhodothermaceae
FGB3105	1	f__Microthrixaceae
FGB3109	8	f__Nocardiaceae,f__Tsukamurellaceae,f__Gordoniaceae,f__Mycobacteriaceae,f__Dietziaceae,f__Corynebacteriales_unclassified,f__Segniliparaceae,f__Thermoactinomycetaceae
FGB3110	2	f__Propionibacteriaceae,f__Bifidobacteriaceae
FGB3111	1	f__Actinomycetaceae
FGB3112	2	f__Nocardioidaceae,f__Propionibacteriaceae
FGB3113	2	f__Dermatophilaceae,f__Actinomycetaceae
FGB3115	44	f__Micromonosporaceae,f__Thermomonosporaceae,f__Actinospicaceae,f__Streptosporangiaceae,f__Kytococcaceae,f__Jatrophihabitantaceae,f__Actinopolymorphaceae,f__Actinomycetales_unclassified,f__Ornithinimicrobiaceae,f__Intrasporangiaceae,f__Nocardiopsaceae,f__Streptosporangiales_unclassified,f__Nocardiaceae,f__Catenulisporaceae,f__Kribbellaceae,f__Cryptosporangiaceae,f__Dermacoccaceae,f__Nakamurellaceae,f__Cellulomonadaceae,f__Frankiaceae,f__Actinopolysporaceae,f__Jonesiaceae,f__Actinobacteria_unclassified,f__Corynebacteriaceae,f__Kineosporiaceae,f__Promicromonosporaceae,f__Sanguibacteraceae,f__Beutenbergiaceae,f__Glycomycetaceae,f__Dermatophilaceae,f__Demequinaceae,f__Ruaniaceae,f__Streptomycetaceae,f__Bogoriellaceae,f__Motilibacteraceae,f__Jiangellaceae,f__Dermabacteraceae,f__Pseudonocardiaceae,f__Micrococcaceae,f__Micrococcales_unclassified,f__Nocardioidaceae,f__Sporichthyaceae,f__Geodermatophilaceae,f__Vallicoccaceae
FGB3117	2	f__Microbacteriaceae,f__Micrococcaceae
FGB3118	3	f__Nocardioidaceae,f__Brevibacteriaceae,f__Micrococcaceae
FGB3119	22	f__Mycobacteriaceae,f__Actinomycetales_unclassified,f__Ornithinimicrobiaceae,f__Intrasporangiaceae,f__Dermacoccaceae,f__Cellulomonadaceae,f__Propionibacteriaceae,f__Actinobacteria_unclassified,f__Corynebacteriaceae,f__Promicromonosporaceae,f__Kineosporiaceae,f__Microbacteriaceae,f__Beutenbergiaceae,f__Acidobacteriaceae,f__Streptomycetaceae,f__Bogoriellaceae,f__Dermabacteraceae,f__Pseudonocardiaceae,f__Micrococcaceae,f__Nocardioidaceae,f__Actinomycetaceae,f__Geodermatophilaceae
FGB3124	2	f__Nocardioidaceae,f__Propionibacteriaceae
FGB3125	2	f__Microbacteriaceae,f__Micrococcaceae
FGB3126	1	f__Micrococcaceae
FGB3129	1	f__Corynebacteriaceae
FGB3130	1	f__Corynebacteriaceae
FGB3131	1	f__Corynebacteriaceae
FGB3132	1	f__Corynebacteriaceae
FGB3133	1	f__Actinomycetaceae
FGB3134	4	f__Promicromonosporaceae,f__Kytococcaceae,f__Sanguibacteraceae,f__Actinomycetaceae
FGB3135	1	f__Actinomycetaceae
FGB3136	4	f__Ruaniaceae,f__Dermabacteraceae,f__Micrococcaceae,f__Actinomycetaceae
FGB3137	1	f__Actinomycetaceae
FGB3138	2	f__Propionibacteriaceae,f__Actinomycetaceae
FGB3139	2	f__Oscillospiraceae,f__Actinomycetaceae
FGB3142	1	f__Brevibacteriaceae
FGB3144	2	f__Jonesiaceae,f__Micrococcales_unclassified
FGB3145	1	f__Microbacteriaceae
FGB3147	1	f__Microbacteriaceae
FGB3150	1	f__Bifidobacteriaceae
